"genus_species","genus","family","class","order","kingdom","db","db_code","female_maturity_d","litter_or_clutch_size_n","litters_or_clutches_per_y","adult_body_mass_g","maximum_longevity_y","gestation_d","weaning_d","longevity_y","male_maturity_d","female_body_mass_g","male_body_mass_g","unsexed_body_mass_g","female_body_mass_at_maturity_g","growth_rate","unk_body_mass_g","wing_length_mm","trophic_level","trophic_niche","min_latitude_deg","max_latitude_deg","range_size_km2","body_length_mm","qualitative_body_size","trophic_guild","population_density_n_per_ha","male_wing_length_mm","female_wing_length_mm","unsexed_wing_length_mm","unsexed_body_length_cm","mean_unsexed_wing_length_mm","mean_male_wing_length_mm","mean_female_wing_length_mm","litter_or_clutch_size_n_min","litter_or_clutch_size_n_max","litter_or_clutch_size_n_mean","maturity_d","median_dispersal_distance_km","maximum_dispersal_distance_km","primary_source"
"Acrocephalus scirpaceus","Acrocephalus","Acrocephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2493118",NA,NA,NA,12.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.3,"Carnivore","Invertivore",-34.84,65.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Hippolais icterina","Hippolais","Acrocephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2493220",NA,NA,NA,13.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.9,"Carnivore","Invertivore",35.77,68.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Iduna natalensis","Iduna","Acrocephalidae","Aves","Passeriformes","Animalia","gbif","GBIF:6101023",NA,NA,NA,11.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.5,"Carnivore","Invertivore",-32.66,11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Aegithalos caudatus","Aegithalos","Aegithalidae","Aves","Passeriformes","Animalia","itis","ITIS:558441",NA,NA,NA,8.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.1,"Carnivore","Invertivore",30.22,68.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Psaltriparus minimus","Psaltriparus","Aegithalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2494988",NA,NA,NA,5.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.2,"Carnivore","Invertivore",14.09,50.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Aegithina tiphia","Aegithina","Aegithinidae","Aves","Passeriformes","Animalia","gbif","GBIF:2484096",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.6,"Carnivore","Invertivore",-8.85,32.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Alauda arvensis","Alauda","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:8077224",NA,NA,NA,37.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106.7,"Omnivore","Omnivore",-46.24,71.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calendulauda africanoides","Calendulauda","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:7340946",NA,NA,NA,23.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85.6,"Omnivore","Omnivore",-30.81,-12.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calendulauda albescens","Calendulauda","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:7340931",NA,NA,NA,30.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.2,"Omnivore","Invertivore",-34.16,-28.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calendulauda burra","Calendulauda","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:6089047",NA,NA,NA,37.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,"Omnivore","Omnivore",-31.26,-28.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calendulauda sabota","Calendulauda","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:7340954",NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.1,"Herbivore","Granivore",-33.34,-5.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Chersomanes albofasciata","Chersomanes","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490687",NA,NA,NA,24.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.2,"Carnivore","Invertivore",-33.79,-2.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Eremophila alpestris","Eremophila","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:9415596",NA,NA,NA,33.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108.1,"Omnivore","Omnivore",4.06,77.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Eremopterix australis","Eremopterix","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490693",NA,NA,NA,14.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.2,"Herbivore","Granivore",-33.11,-23.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Eremopterix leucotis","Eremopterix","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490692",NA,NA,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.5,"Herbivore","Granivore",-31.68,20.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Eremopterix verticalis","Eremopterix","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490689",NA,NA,NA,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,"Herbivore","Granivore",-34.84,-5.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Galerida magnirostris","Galerida","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490668",NA,NA,NA,41.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.1,"Omnivore","Omnivore",-34.84,-26.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Heteromirafra ruddi","Heteromirafra","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490703",NA,NA,NA,26.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.2,"Omnivore","Omnivore",-30.65,-25.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Lullula arborea","Lullula","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490604",NA,NA,NA,26.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.2,"Omnivore","Omnivore",29.77,62.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Mirafra africana","Mirafra","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:9389539",NA,NA,NA,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,"Omnivore","Invertivore",-34.21,14.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Mirafra cheniana","Mirafra","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490591",NA,NA,NA,29.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.8,"Omnivore","Granivore",-33.01,-19.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Mirafra javanica","Mirafra","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490585",NA,NA,NA,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,72.6,"Omnivore","Omnivore",-39.14,33.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Mirafra passerina","Mirafra","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490594",NA,NA,NA,24.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,"Omnivore","Invertivore",-28.68,-13.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Pinarocorys nigricans","Pinarocorys","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490606",NA,NA,NA,38.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.2,"Carnivore","Invertivore",-16.1,-3.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Spizocorys conirostris","Spizocorys","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490646",NA,NA,NA,14.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.8,"Omnivore","Granivore",-32.86,-13.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Spizocorys fringillaris","Spizocorys","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490649",NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.5,"Omnivore","Omnivore",-28.19,-26.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Spizocorys starki","Spizocorys","Alaudidae","Aves","Passeriformes","Animalia","gbif","GBIF:5845420",NA,NA,NA,18.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.7,"Herbivore","Granivore",-30.8,-10.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Artamus cinereus","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230399",NA,NA,NA,35.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.9,"Carnivore","Invertivore",-37.08,-7.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Artamus cyanopterus","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230392",NA,NA,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123.2,"Carnivore","Invertivore",-43.64,-16.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Artamus minor","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230391",NA,NA,NA,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102.7,"Carnivore","Invertivore",-35.04,-10.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Artamus personatus","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230393",NA,NA,NA,34.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.9,"Carnivore","Invertivore",-40.16,-11.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Artamus superciliosus","Artamus","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230390",NA,NA,NA,35.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.5,"Carnivore","Invertivore",-42.56,-11.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Cracticus mentalis","Cracticus","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489441",NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,140.5,"Carnivore","Invertivore",-16.31,-7.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Cracticus nigrogularis","Cracticus","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489439",NA,NA,NA,128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,171.8,"Carnivore","Omnivore",-38.61,-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Melloria quoyi","Melloria","Artamidae","Aves","Passeriformes","Animalia","gbif","GBIF:9273800",NA,NA,NA,168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.6,"Carnivore","Omnivore",-23.15,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Peltops montanus","Peltops","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489436",NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.8,"Carnivore","Invertivore",-10.36,-0.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Strepera fuliginosa","Strepera","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489447",NA,NA,NA,375.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255.1,"Carnivore","Omnivore",-43.64,-39.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Strepera graculina","Strepera","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489448",NA,NA,NA,298.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,260.6,"Omnivore","Omnivore",-39.48,-10.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Strepera versicolor","Strepera","Cracticidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489446",NA,NA,NA,395.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.3,"Carnivore","Omnivore",-43.45,-23.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Atrichornis clamosus","Atrichornis","Atrichornithidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495098",NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.3,"Carnivore","Invertivore",-35.02,-33.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Atrichornis rufescens","Atrichornis","Atrichornithidae","Aves","Passeriformes","Animalia","gbif","GBIF:2495095",NA,NA,NA,24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62.9,"Carnivore","Invertivore",-32.19,-28.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Bombycilla cedrorum","Bombycilla","Bombycillidae","Aves","Passeriformes","Animalia","gbif","GBIF:2484609",NA,NA,NA,31.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.4,"Herbivore","Frugivore",33.45,60.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Bombycilla garrulus","Bombycilla","Bombycillidae","Aves","Passeriformes","Animalia","gbif","GBIF:2484605",NA,NA,NA,54.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116.2,"Herbivore","Omnivore",47.49,70.45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Buphagus africanus","Buphagus","Buphagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2489053",NA,NA,NA,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.3,"Carnivore","Invertivore",-28.36,18.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calcarius lapponicus","Calcarius","Calcariidae","Aves","Passeriformes","Animalia","gbif","GBIF:2491678",NA,NA,NA,27.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94.9,"Herbivore","Granivore",50.82,83.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calcarius ornatus","Calcarius","Calcariidae","Aves","Passeriformes","Animalia","gbif","GBIF:2491677",NA,NA,NA,20.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6,"Omnivore","Granivore",39.91,51.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calcarius pictus","Calcarius","Calcariidae","Aves","Passeriformes","Animalia","gbif","GBIF:2491684",NA,NA,NA,26.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.9,"Herbivore","Granivore",54.09,69.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Plectrophenax nivalis","Plectrophenax","Calcariidae","Aves","Passeriformes","Animalia","gbif","GBIF:2491719",NA,NA,NA,42.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.4,"Herbivore","Granivore",51.22,83.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Rhynchophanes mccownii","Rhynchophanes","Calcariidae","Aves","Passeriformes","Animalia","gbif","GBIF:6093927",NA,NA,NA,25.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.3,"Herbivore","Granivore",39.69,52.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calyptomena hosii","Calyptomena","Eurylaimidae","Aves","Passeriformes","Animalia","gbif","GBIF:2484563",NA,NA,NA,92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.2,"Herbivore","Frugivore",-3.35,6.54,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calyptomena viridis","Calyptomena","Eurylaimidae","Aves","Passeriformes","Animalia","gbif","GBIF:2484559",NA,NA,NA,58.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"Herbivore","Frugivore",-5.95,16.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Calyptomena whiteheadi","Calyptomena","Eurylaimidae","Aves","Passeriformes","Animalia","gbif","GBIF:2484564",NA,NA,NA,156.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.5,"Herbivore","Frugivore",-0.16,6.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Smithornis capensis","Smithornis","Eurylaimidae","Aves","Passeriformes","Animalia","gbif","GBIF:2484506",NA,NA,NA,23.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1,"Carnivore","Invertivore",-30.81,11.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Campephaga flava","Campephaga","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486745",NA,NA,NA,32.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.8,"Carnivore","Invertivore",-34.84,8.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Campochaera sloetii","Campochaera","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486826",NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,105.1,"Herbivore","Frugivore",-9.65,-1.17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Coracina caeruleogrisea","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486786",NA,NA,NA,138.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,164.9,"Carnivore","Invertivore",-10.64,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Coracina larvata","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486780",NA,NA,NA,94.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,145.5,"Carnivore","Invertivore",-8.36,6.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Coracina lineata","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486752",NA,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139.5,"Herbivore","Frugivore",-35.2,-0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Coracina maxima","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486755",NA,NA,NA,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,204.3,"Carnivore","Invertivore",-38.43,-12.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Coracina papuensis","Coracina","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:2486777",NA,NA,NA,63.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,154.1,"Carnivore","Invertivore",-39.24,2.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Edolisoma schisticeps","Edolisoma","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:7866062",NA,NA,NA,52.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111,"Herbivore","Frugivore",-10.21,-0.72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Edolisoma tenuirostre","Edolisoma","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:8187559",NA,NA,NA,60.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.1,"Carnivore","Invertivore",-38.89,6.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Lalage leucomela","Lalage","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230458",NA,NA,NA,29.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97.8,"Carnivore","Invertivore",-32.77,-2.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Lalage tricolor","Lalage","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230457",NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.1,"Carnivore","Invertivore",-39.14,-8.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Pericrocotus solaris","Pericrocotus","Campephagidae","Aves","Passeriformes","Animalia","gbif","GBIF:9351286",NA,NA,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.2,"Carnivore","Invertivore",10.49,29.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Cardinalis cardinalis","Cardinalis","Cardinalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490384",NA,NA,NA,42.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.5,"Herbivore","Omnivore",15.65,47.34,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Cardinalis sinuatus","Cardinalis","Cardinalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490405",NA,NA,NA,35.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93.3,"Herbivore","Omnivore",20.3,34.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Cyanoloxia cyanoides","Cyanoloxia","Fringillidae","Aves","Passeriformes","Animalia","ncbi","NCBI:164628",NA,NA,NA,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.6,"Herbivore","Granivore",-4.77,19.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Passerina amoena","Passerina","Cardinalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230861",NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.4,"Herbivore","Omnivore",29.61,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Passerina caerulea","Passerina","Cardinalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230862",NA,NA,NA,27.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,86.1,"Carnivore","Invertivore",9.17,46.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Passerina ciris","Passerina","Cardinalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230852",NA,NA,NA,15.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.6,"Herbivore","Granivore",25.29,39.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Passerina cyanea","Passerina","Cardinalidae","Aves","Passeriformes","Animalia","gbif","GBIF:2490327",NA,NA,NA,14.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8,"Herbivore","Granivore",24.53,52.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
"Passerina versicolor","Passerina","Cardinalidae","Aves","Passeriformes","Animalia","gbif","GBIF:5230855",NA,NA,NA,12.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7,"Omnivore","Omnivore",14.47,32.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"AVONET"
